,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
99,2020-08-05,327.0529633908685,240.19671041185512,409.59034579674073,327.0529633908685,327.0529633908685,-3.507489539125587,-3.507489539125587,-3.507489539125587,-3.507489539125587,-3.507489539125587,-3.507489539125587,0.0,0.0,0.0,323.54547385174294
100,2020-08-06,328.9886206105793,236.6793683951537,412.0304915105462,328.9886206105793,328.9886206105793,-3.855635099993688,-3.855635099993688,-3.855635099993688,-3.855635099993688,-3.855635099993688,-3.855635099993688,0.0,0.0,0.0,325.1329855105856
101,2020-08-07,330.9242778302901,236.3421225640979,406.82454495030294,330.9242778302901,330.9242778302901,-7.761385437597189,-7.761385437597189,-7.761385437597189,-7.761385437597189,-7.761385437597189,-7.761385437597189,0.0,0.0,0.0,323.1628923926929
102,2020-08-10,336.7312494894224,244.59647747347069,415.25205487135145,336.7312494894224,336.7312494894224,-5.874278874895413,-5.874278874895413,-5.874278874895413,-5.874278874895413,-5.874278874895413,-5.874278874895413,0.0,0.0,0.0,330.856970614527
103,2020-08-11,338.66690670913323,258.27482022975664,426.4552415196458,338.66690670913323,338.66690670913323,-2.4140343528541965,-2.4140343528541965,-2.4140343528541965,-2.4140343528541965,-2.4140343528541965,-2.4140343528541965,0.0,0.0,0.0,336.25287235627906
104,2020-08-12,340.6025686018343,251.252003690879,421.35231450054766,340.60256860183426,340.60256860183426,-3.5074895391267704,-3.5074895391267704,-3.5074895391267704,-3.5074895391267704,-3.5074895391267704,-3.5074895391267704,0.0,0.0,0.0,337.09507906270755
105,2020-08-13,342.5382304945354,257.3225587559219,425.6693150711287,342.5382304945354,342.5382304945354,-3.8556350999702067,-3.8556350999702067,-3.8556350999702067,-3.8556350999702067,-3.8556350999702067,-3.8556350999702067,0.0,0.0,0.0,338.6825953945652
106,2020-08-14,344.4738923872365,248.13072683858832,425.0202508710604,344.4738923872365,344.4738923872365,-7.7613854376517395,-7.7613854376517395,-7.7613854376517395,-7.7613854376517395,-7.7613854376517395,-7.7613854376517395,0.0,0.0,0.0,336.71250694958474
107,2020-08-17,350.2808780653398,257.4554187395982,428.0318913568477,350.2808780653398,350.2808780653398,-5.874278874928273,-5.874278874928273,-5.874278874928273,-5.874278874928273,-5.874278874928273,-5.874278874928273,0.0,0.0,0.0,344.4065991904115
108,2020-08-18,352.2165399580409,262.307969759773,439.2514654919859,352.2165399580409,352.2165399580409,-2.4140343528742507,-2.4140343528742507,-2.4140343528742507,-2.4140343528742507,-2.4140343528742507,-2.4140343528742507,0.0,0.0,0.0,349.8025056051667
109,2020-08-19,354.152201850742,263.7807259293028,435.7146832386289,354.152201850742,354.152201850742,-3.507489539127956,-3.507489539127956,-3.507489539127956,-3.507489539127956,-3.507489539127956,-3.507489539127956,0.0,0.0,0.0,350.64471231161406
110,2020-08-20,356.0878637434431,268.19879196488773,439.1431865269233,356.0878637434431,356.0878637434431,-3.8556350999778757,-3.8556350999778757,-3.8556350999778757,-3.8556350999778757,-3.8556350999778757,-3.8556350999778757,0.0,0.0,0.0,352.23222864346525
111,2020-08-21,358.02352563614426,262.14010239860727,440.10694419579437,358.02352563614426,358.02352563614426,-7.761385437656345,-7.761385437656345,-7.761385437656345,-7.761385437656345,-7.761385437656345,-7.761385437656345,0.0,0.0,0.0,350.2621401984879
112,2020-08-24,363.83052706480316,273.7358967190619,443.4289318366315,363.83052706480316,363.83052706480316,-5.874278874874944,-5.874278874874944,-5.874278874874944,-5.874278874874944,-5.874278874874944,-5.874278874874944,0.0,0.0,0.0,357.9562481899282
113,2020-08-25,365.76619420768947,279.50852760310926,448.92653056919085,365.76619420768947,365.76619420768947,-2.414034352878484,-2.414034352878484,-2.414034352878484,-2.414034352878484,-2.414034352878484,-2.414034352878484,0.0,0.0,0.0,363.35215985481096
114,2020-08-26,367.7018613505758,274.99933609247944,443.5811146479135,367.7018613505758,367.7018613505758,-3.5074895391291387,-3.5074895391291387,-3.5074895391291387,-3.5074895391291387,-3.5074895391291387,-3.5074895391291387,0.0,0.0,0.0,364.1943718114467
115,2020-08-27,369.6375284934621,277.46263773146956,446.2482817655266,369.6375284934621,369.6375284934621,-3.855635099976702,-3.855635099976702,-3.855635099976702,-3.855635099976702,-3.855635099976702,-3.855635099976702,0.0,0.0,0.0,365.7818933934854
116,2020-08-28,371.57319563634843,271.57294143606066,447.1528898087003,371.57319563634843,371.57319563634843,-7.761385437625542,-7.761385437625542,-7.761385437625542,-7.761385437625542,-7.761385437625542,-7.761385437625542,0.0,0.0,0.0,363.81181019872287
117,2020-08-31,377.38019706500734,287.6740686676809,458.12696879226235,377.38019706500734,377.38019706500734,-5.874278874887895,-5.874278874887895,-5.874278874887895,-5.874278874887895,-5.874278874887895,-5.874278874887895,0.0,0.0,0.0,371.5059181901194
118,2020-09-01,379.3158642078937,291.0979184387661,465.9444580064363,379.3158642078937,379.3158642078937,-2.4140343528586605,-2.4140343528586605,-2.4140343528586605,-2.4140343528586605,-2.4140343528586605,-2.4140343528586605,0.0,0.0,0.0,376.90182985503503
119,2020-09-02,381.25153135077994,295.2620483517469,462.241178925144,381.25153135077994,381.25153135077994,-3.507489539128555,-3.507489539128555,-3.507489539128555,-3.507489539128555,-3.507489539128555,-3.507489539128555,0.0,0.0,0.0,377.7440418116514
120,2020-09-03,383.18719858649456,291.7741556464576,462.30998448803086,383.18719858649456,383.18719858649456,-3.8556350999932163,-3.8556350999932163,-3.8556350999932163,-3.8556350999932163,-3.8556350999932163,-3.8556350999932163,0.0,0.0,0.0,379.33156348650135
121,2020-09-04,385.12286582220923,290.91100295145714,465.9469786924062,385.1228658222092,385.1228658222092,-7.761385437630147,-7.761385437630147,-7.761385437630147,-7.761385437630147,-7.761385437630147,-7.761385437630147,0.0,0.0,0.0,377.36148038457907
122,2020-09-08,392.8655347650677,304.1402761573611,477.1192195559062,392.86553476506776,392.86553476506776,-2.414034352862893,-2.414034352862893,-2.414034352862893,-2.414034352862893,-2.414034352862893,-2.414034352862893,0.0,0.0,0.0,390.45150041220484
123,2020-09-09,394.8012020007823,305.173225015622,474.7608650592135,394.8012020007823,394.8012020007823,-3.5074895391254337,-3.5074895391254337,-3.5074895391254337,-3.5074895391254337,-3.5074895391254337,-3.5074895391254337,0.0,0.0,0.0,391.29371246165687
124,2020-09-10,396.73686923649694,303.7493106878114,479.5852746199143,396.73686923649694,396.73686923649694,-3.8556350999608897,-3.8556350999608897,-3.8556350999608897,-3.8556350999608897,-3.8556350999608897,-3.8556350999608897,0.0,0.0,0.0,392.8812341365361
125,2020-09-11,398.67253647221156,307.8915726463579,483.10309817964503,398.67253647221156,398.67253647221156,-7.761385437617049,-7.761385437617049,-7.761385437617049,-7.761385437617049,-7.761385437617049,-7.761385437617049,0.0,0.0,0.0,390.9111510345945
126,2020-09-14,404.4795381793554,304.0864731279315,477.3876691067728,404.4795381793554,404.4795381793554,-5.874278874867424,-5.874278874867424,-5.874278874867424,-5.874278874867424,-5.874278874867424,-5.874278874867424,0.0,0.0,0.0,398.605259304488
127,2020-09-15,406.4152054150701,323.0940500663627,490.99370631377485,406.4152054150701,406.4152054150701,-2.414034352867127,-2.414034352867127,-2.414034352867127,-2.414034352867127,-2.414034352867127,-2.414034352867127,0.0,0.0,0.0,404.00117106220296
128,2020-09-16,408.3508736192853,322.6256150228961,489.29164095859045,408.3508736192853,408.3508736192853,-3.507489539126619,-3.507489539126619,-3.507489539126619,-3.507489539126619,-3.507489539126619,-3.507489539126619,0.0,0.0,0.0,404.8433840801587
129,2020-09-17,410.2865418235005,323.67489670254713,494.73769378141554,410.2865418235005,410.2865418235005,-3.85563509996856,-3.85563509996856,-3.85563509996856,-3.85563509996856,-3.85563509996856,-3.85563509996856,0.0,0.0,0.0,406.43090672353196
130,2020-09-18,412.2222100277157,319.9561681711641,489.4255247328968,412.2222100277157,412.2222100277157,-7.76138543760395,-7.76138543760395,-7.76138543760395,-7.76138543760395,-7.76138543760395,-7.76138543760395,0.0,0.0,0.0,404.4608245901117
131,2020-09-21,418.02921464036126,325.85763081060514,499.0218162794539,418.02921464036126,418.02921464036126,-5.87427887486047,-5.87427887486047,-5.87427887486047,-5.87427887486047,-5.87427887486047,-5.87427887486047,0.0,0.0,0.0,412.1549357655008
132,2020-09-22,419.96488284457644,329.4707265656788,499.35593390772254,419.96488284457644,419.96488284457644,-2.414034352847304,-2.414034352847304,-2.414034352847304,-2.414034352847304,-2.414034352847304,-2.414034352847304,0.0,0.0,0.0,417.55084849172914
133,2020-09-23,421.9005510487917,333.11555328053265,501.338378005169,421.9005510487917,421.9005510487917,-3.5074895391278016,-3.5074895391278016,-3.5074895391278016,-3.5074895391278016,-3.5074895391278016,-3.5074895391278016,0.0,0.0,0.0,418.39306150966394
134,2020-09-24,423.83621925300685,329.8005796489183,507.9786969271359,423.83621925300685,423.83621925300685,-3.855635099967385,-3.855635099967385,-3.855635099967385,-3.855635099967385,-3.855635099967385,-3.855635099967385,0.0,0.0,0.0,419.98058415303944
135,2020-09-25,425.771887457222,329.78292878675677,505.5629266501713,425.771887457222,425.771887457222,-7.761385437640795,-7.761385437640795,-7.761385437640795,-7.761385437640795,-7.761385437640795,-7.761385437640795,0.0,0.0,0.0,418.0105020195812
136,2020-09-28,431.78948428758935,333.05632459191844,509.0216300306998,431.78948428758935,431.78948428758935,-5.874278874873421,-5.874278874873421,-5.874278874873421,-5.874278874873421,-5.874278874873421,-5.874278874873421,0.0,0.0,0.0,425.9152054127159
137,2020-09-29,433.7953498977118,349.62321757820786,514.2609946602761,433.7953498977118,433.7953498977118,-2.4140343528515382,-2.4140343528515382,-2.4140343528515382,-2.4140343528515382,-2.4140343528515382,-2.4140343528515382,0.0,0.0,0.0,431.38131554486023
138,2020-09-30,435.8012155078342,349.51567667209144,520.2970590596653,435.8012155078342,435.8012155078342,-3.5074895391272176,-3.5074895391272176,-3.5074895391272176,-3.5074895391272176,-3.5074895391272176,-3.5074895391272176,0.0,0.0,0.0,432.29372596870695
139,2020-10-01,437.80708111795656,346.20475562191876,516.5897355288134,437.80708111795656,437.80708111795656,-3.8556350999838975,-3.8556350999838975,-3.8556350999838975,-3.8556350999838975,-3.8556350999838975,-3.8556350999838975,0.0,0.0,0.0,433.95144601797267
140,2020-10-02,439.81294672807905,349.80374557383993,522.2155866195203,439.81294672807905,439.81294672807905,-7.761385437645402,-7.761385437645402,-7.761385437645402,-7.761385437645402,-7.761385437645402,-7.761385437645402,0.0,0.0,0.0,432.05156129043365
141,2020-10-05,445.83054355844627,357.9554890694269,527.0242124357583,445.83054355844627,445.83054355844627,-5.874278874886374,-5.874278874886374,-5.874278874886374,-5.874278874886374,-5.874278874886374,-5.874278874886374,0.0,0.0,0.0,439.9562646835599
142,2020-10-06,447.83640916856876,357.8007581849285,529.5731899049476,447.83640916856876,447.83640916856876,-2.414034352871593,-2.414034352871593,-2.414034352871593,-2.414034352871593,-2.414034352871593,-2.414034352871593,0.0,0.0,0.0,445.4223748156972
143,2020-10-07,449.8422747786912,362.67300270132716,529.9894284770231,449.8422747786912,449.8422747786912,-3.50748953913017,-3.50748953913017,-3.50748953913017,-3.50748953913017,-3.50748953913017,-3.50748953913017,0.0,0.0,0.0,446.33478523956103
144,2020-10-08,451.9922729502348,367.53132957973764,541.0593382510962,451.9922729502348,451.9922729502348,-3.8556350999827225,-3.8556350999827225,-3.8556350999827225,-3.8556350999827225,-3.8556350999827225,-3.8556350999827225,0.0,0.0,0.0,448.13663785025204
145,2020-10-09,454.1422711217784,357.82583347603367,531.671669779459,454.1422711217784,454.1422711217784,-7.761385437614599,-7.761385437614599,-7.761385437614599,-7.761385437614599,-7.761385437614599,-7.761385437614599,0.0,0.0,0.0,446.3808856841638
146,2020-10-12,460.59226563640914,373.35510104385247,549.4543576611902,460.59226563640914,460.59226563640914,-5.874278874899327,-5.874278874899327,-5.874278874899327,-5.874278874899327,-5.874278874899327,-5.874278874899327,0.0,0.0,0.0,454.7179867615098
147,2020-10-13,462.7422638079527,377.13944606117656,548.2141752673392,462.7422638079527,462.7422638079527,-2.414034352875827,-2.414034352875827,-2.414034352875827,-2.414034352875827,-2.414034352875827,-2.414034352875827,0.0,0.0,0.0,460.3282294550769
148,2020-10-14,464.8922619794964,373.67660226273944,546.365261596665,464.8922619794964,464.8922619794964,-3.5074895391252814,-3.5074895391252814,-3.5074895391252814,-3.5074895391252814,-3.5074895391252814,-3.5074895391252814,0.0,0.0,0.0,461.38477244037114
149,2020-10-15,467.04226015104,374.90988114587657,549.3590685135487,467.04226015104,467.04226015104,-3.855635099990392,-3.855635099990392,-3.855635099990392,-3.855635099990392,-3.855635099990392,-3.855635099990392,0.0,0.0,0.0,463.18662505104965
150,2020-10-16,469.1922583225836,377.6727913782619,549.147271748704,469.1922583225836,469.1922583225836,-7.761385437619203,-7.761385437619203,-7.761385437619203,-7.761385437619203,-7.761385437619203,-7.761385437619203,0.0,0.0,0.0,461.4308728849644
151,2020-10-19,475.64225283721447,378.67086925620566,552.1099314747945,475.64225283721447,475.64225283721447,-5.8742788748923696,-5.8742788748923696,-5.8742788748923696,-5.8742788748923696,-5.8742788748923696,-5.8742788748923696,0.0,0.0,0.0,469.7679739623221
152,2020-10-20,477.98416591704364,389.49738374794697,562.1005978788097,477.98416591704364,477.98416591704364,-2.414034352856004,-2.414034352856004,-2.414034352856004,-2.414034352856004,-2.414034352856004,-2.414034352856004,0.0,0.0,0.0,475.57013156418765
153,2020-10-21,480.3260789968728,386.41229117108674,556.6441719933026,480.3260789968728,480.3260789968728,-3.507489539124699,-3.507489539124699,-3.507489539124699,-3.507489539124699,-3.507489539124699,-3.507489539124699,0.0,0.0,0.0,476.8185894577481
154,2020-10-22,482.667992076702,399.05965516286403,567.316706215857,482.667992076702,482.667992076702,-3.8556350999669116,-3.8556350999669116,-3.8556350999669116,-3.8556350999669116,-3.8556350999669116,-3.8556350999669116,0.0,0.0,0.0,478.8123569767351
155,2020-10-23,485.00990515653126,394.2953098717221,557.9893674050973,485.00990515653126,485.00990515653126,-7.761385437606105,-7.761385437606105,-7.761385437606105,-7.761385437606105,-7.761385437606105,-7.761385437606105,0.0,0.0,0.0,477.24851971892514
156,2020-10-26,492.03564439601877,404.093634665257,564.1626778292916,492.03564439601877,492.03564439601877,-5.87427887492523,-5.87427887492523,-5.87427887492523,-5.87427887492523,-5.87427887492523,-5.87427887492523,0.0,0.0,0.0,486.16136552109356
157,2020-10-27,494.37755747584805,407.511548317008,576.3766062053395,494.37755747584805,494.37755747584805,-2.414034352860237,-2.414034352860237,-2.414034352860237,-2.414034352860237,-2.414034352860237,-2.414034352860237,0.0,0.0,0.0,491.9635231229878
158,2020-10-28,496.7194705556772,412.16594955300883,576.9307235786354,496.7194705556772,496.7194705556772,-3.5074895391276497,-3.5074895391276497,-3.5074895391276497,-3.5074895391276497,-3.5074895391276497,-3.5074895391276497,0.0,0.0,0.0,493.21198101654954
159,2020-10-29,499.0613836355064,406.25168400071465,578.9110267198987,499.0613836355064,499.0613836355064,-3.8556350999745805,-3.8556350999745805,-3.8556350999745805,-3.8556350999745805,-3.8556350999745805,-3.8556350999745805,0.0,0.0,0.0,495.2057485355318
160,2020-10-30,501.59197061547593,411.8188966680819,587.2805266022422,501.59197061547593,501.59197061547593,-7.76138543761071,-7.76138543761071,-7.76138543761071,-7.76138543761071,-7.76138543761071,-7.76138543761071,0.0,0.0,0.0,493.8305851778652
161,2020-11-02,509.1837315553847,420.13885137814304,592.9318663320486,509.1837315553847,509.1837315553847,-5.8742788748719,-5.8742788748719,-5.8742788748719,-5.8742788748719,-5.8742788748719,-5.8742788748719,0.0,0.0,0.0,503.30945268051283
162,2020-11-03,511.7143185353543,419.5029285658485,596.0260957564885,511.7143185353543,511.7143185353543,-2.414034352852442,-2.414034352852442,-2.414034352852442,-2.414034352852442,-2.414034352852442,-2.414034352852442,0.0,0.0,0.0,509.30028418250185
163,2020-11-04,514.2449055153239,425.85419908656786,595.6838935302089,514.2449055153239,514.2449055153239,-3.507489539127067,-3.507489539127067,-3.507489539127067,-3.507489539127067,-3.507489539127067,-3.507489539127067,0.0,0.0,0.0,510.73741597619687
164,2020-11-05,516.7754924952935,422.2805410775467,594.4083796632193,516.7754924952935,516.7754924952935,-3.855635099973407,-3.855635099973407,-3.855635099973407,-3.855635099973407,-3.855635099973407,-3.855635099973407,0.0,0.0,0.0,512.9198573953202
165,2020-11-06,519.3060794752631,427.95393769214616,600.2060416502732,519.3060794752631,519.3060794752631,-7.761385437579908,-7.761385437579908,-7.761385437579908,-7.761385437579908,-7.761385437579908,-7.761385437579908,0.0,0.0,0.0,511.5446940376832
166,2020-11-09,526.8978404151719,423.9830818852578,600.8794694332266,526.8978404151719,526.8978404151719,-5.874278874884853,-5.874278874884853,-5.874278874884853,-5.874278874884853,-5.874278874884853,-5.874278874884853,0.0,0.0,0.0,521.023561540287
167,2020-11-10,529.4284273951414,442.47969797243053,607.9884203255832,529.4284273951414,529.4284273951414,-2.414034352872496,-2.414034352872496,-2.414034352872496,-2.414034352872496,-2.414034352872496,-2.414034352872496,0.0,0.0,0.0,527.0143930422689
168,2020-11-11,532.0358365409941,440.0678531448769,621.0556748865913,532.0358365409941,532.0358365409941,-3.5074895391282497,-3.5074895391282497,-3.5074895391282497,-3.5074895391282497,-3.5074895391282497,-3.5074895391282497,0.0,0.0,0.0,528.5283470018658
169,2020-11-12,534.6432456868467,448.5574606001634,618.239427155793,534.6432456868467,534.6432456868467,-3.8556350999899203,-3.8556350999899203,-3.8556350999899203,-3.8556350999899203,-3.8556350999899203,-3.8556350999899203,0.0,0.0,0.0,530.7876105868568
170,2020-11-13,537.2506548326994,445.71755616764847,616.3201841947239,537.2506548326994,537.2506548326994,-7.761385437634458,-7.761385437634458,-7.761385437634458,-7.761385437634458,-7.761385437634458,-7.761385437634458,0.0,0.0,0.0,529.489269395065
171,2020-11-16,545.0728822702573,449.7330414367131,625.3216858758849,545.0728822702573,545.0728822702573,-5.874278874877898,-5.874278874877898,-5.874278874877898,-5.874278874877898,-5.874278874877898,-5.874278874877898,0.0,0.0,0.0,539.1986033953795
172,2020-11-17,547.6802914161101,458.1161150253674,629.416358341906,547.6802914161101,547.6802914161101,-2.414034352864701,-2.414034352864701,-2.414034352864701,-2.414034352864701,-2.414034352864701,-2.414034352864701,0.0,0.0,0.0,545.2662570632453
173,2020-11-18,550.2877005619628,462.023227504265,630.5852595256996,550.2877005619628,550.2877005619628,-3.5074895391233634,-3.5074895391233634,-3.5074895391233634,-3.5074895391233634,-3.5074895391233634,-3.5074895391233634,0.0,0.0,0.0,546.7802110228394
174,2020-11-19,552.8951097078153,459.63332184154484,636.2181077045483,552.8951097078153,552.8951097078153,-3.855635099988745,-3.855635099988745,-3.855635099988745,-3.855635099988745,-3.855635099988745,-3.855635099988745,0.0,0.0,0.0,549.0394746078266
175,2020-11-20,555.5025188536679,466.43009114268847,635.8111286279836,555.5025188536679,555.5025188536679,-7.7613854376213585,-7.7613854376213585,-7.7613854376213585,-7.7613854376213585,-7.7613854376213585,-7.7613854376213585,0.0,0.0,0.0,547.7411334160465
176,2020-11-23,563.3247462740417,469.1758179722858,636.3668905875747,563.3247462740417,563.3247462740417,-5.874278874910756,-5.874278874910756,-5.874278874910756,-5.874278874910756,-5.874278874910756,-5.874278874910756,0.0,0.0,0.0,557.450467399131
177,2020-11-24,565.9321554141662,476.2866135732001,647.1081097254801,565.9321554141662,565.9321554141662,-2.4140343528689345,-2.4140343528689345,-2.4140343528689345,-2.4140343528689345,-2.4140343528689345,-2.4140343528689345,0.0,0.0,0.0,563.5181210612973
178,2020-11-25,568.5395645542908,470.04711291027735,644.7133672204983,568.5395645542908,568.5395645542908,-3.507489539126314,-3.507489539126314,-3.507489539126314,-3.507489539126314,-3.507489539126314,-3.507489539126314,0.0,0.0,0.0,565.0320750151644
179,2020-11-27,573.7543828345399,476.67258556307,649.094112380165,573.7543828345399,573.7543828345399,-7.761385437608259,-7.761385437608259,-7.761385437608259,-7.761385437608259,-7.761385437608259,-7.761385437608259,0.0,0.0,0.0,565.9929973969316
180,2020-11-30,581.5766102549136,483.3235964757499,665.6810025655493,581.5766102549136,581.5766102549136,-5.874278874903802,-5.874278874903802,-5.874278874903802,-5.874278874903802,-5.874278874903802,-5.874278874903802,0.0,0.0,0.0,575.7023313800098
181,2020-12-01,584.184019395038,488.0803104786675,666.6075962926175,584.184019395038,584.184019395038,-2.414034352849112,-2.414034352849112,-2.414034352849112,-2.414034352849112,-2.414034352849112,-2.414034352849112,0.0,0.0,0.0,581.769985042189
182,2020-12-02,586.7914285351626,504.2812590147704,667.665041548493,586.7914285351626,586.7914285351626,-3.5074895391257317,-3.5074895391257317,-3.5074895391257317,-3.5074895391257317,-3.5074895391257317,-3.5074895391257317,0.0,0.0,0.0,583.2839389960369
183,2020-12-03,589.398837675287,496.05956336076173,673.3609965058923,589.398837675287,589.398837675287,-3.8556351000040836,-3.8556351000040836,-3.8556351000040836,-3.8556351000040836,-3.8556351000040836,-3.8556351000040836,0.0,0.0,0.0,585.543202575283
184,2020-12-04,592.006246401459,499.95685266915996,672.945361046152,592.006246401459,592.006246401459,-7.761385437645105,-7.761385437645105,-7.761385437645105,-7.761385437645105,-7.761385437645105,-7.761385437645105,0.0,0.0,0.0,584.2448609638138
185,2020-12-07,599.8284725799745,513.0903176332546,680.46946318283,599.8284725799745,599.8284725799745,-5.874278874850472,-5.874278874850472,-5.874278874850472,-5.874278874850472,-5.874278874850472,-5.874278874850472,0.0,0.0,0.0,593.954193705124
186,2020-12-08,602.4358813061464,513.1270268719198,689.5846878882115,602.4358813061464,602.4358813061464,-2.4140343528533466,-2.4140343528533466,-2.4140343528533466,-2.4140343528533466,-2.4140343528533466,-2.4140343528533466,0.0,0.0,0.0,600.021846953293
187,2020-12-09,605.043290032318,511.24848207745845,690.5139558848256,605.043290032318,605.043290032318,-3.5074895391269143,-3.5074895391269143,-3.5074895391269143,-3.5074895391269143,-3.5074895391269143,-3.5074895391269143,0.0,0.0,0.0,601.5358004931911
188,2020-12-10,607.65069875849,518.0165970230861,693.0233716448083,607.65069875849,607.65069875849,-3.855635099971759,-3.855635099971759,-3.855635099971759,-3.855635099971759,-3.855635099971759,-3.855635099971759,0.0,0.0,0.0,603.7950636585182
189,2020-12-11,610.2581074846618,510.3589329178583,692.228644274528,610.2581074846618,610.2581074846618,-7.761385437649711,-7.761385437649711,-7.761385437649711,-7.761385437649711,-7.761385437649711,-7.761385437649711,0.0,0.0,0.0,602.4967220470121
190,2020-12-14,618.0803336631774,530.02389206336,693.3680144436651,618.0803336631774,618.0803336631774,-5.8742788748833314,-5.8742788748833314,-5.8742788748833314,-5.8742788748833314,-5.8742788748833314,-5.8742788748833314,0.0,0.0,0.0,612.2060547882941
191,2020-12-15,620.687742389349,535.6715211593244,703.6941769821156,620.687742389349,620.687742389349,-2.4140343528734,-2.4140343528734,-2.4140343528734,-2.4140343528734,-2.4140343528734,-2.4140343528734,0.0,0.0,0.0,618.2737080364756
192,2020-12-16,623.2951505635402,540.583747769109,711.683824693539,623.2951505635402,623.2951505635402,-3.507489539128098,-3.507489539128098,-3.507489539128098,-3.507489539128098,-3.507489539128098,-3.507489539128098,0.0,0.0,0.0,619.7876610244122
193,2020-12-17,625.9025587377314,539.0700136261903,706.649502300309,625.9025587377314,625.9025587377314,-3.8556350999794273,-3.8556350999794273,-3.8556350999794273,-3.8556350999794273,-3.8556350999794273,-3.8556350999794273,0.0,0.0,0.0,622.046923637752
194,2020-12-18,628.5099669119224,534.6620760269019,711.5823894308894,628.5099669119224,628.5099669119224,-7.761385437618909,-7.761385437618909,-7.761385437618909,-7.761385437618909,-7.761385437618909,-7.761385437618909,0.0,0.0,0.0,620.7485814743036
195,2020-12-21,636.3321914344959,544.261408452612,717.3403903420426,636.3321914344959,636.3321914344959,-5.874278874876375,-5.874278874876375,-5.874278874876375,-5.874278874876375,-5.874278874876375,-5.874278874876375,0.0,0.0,0.0,630.4579125596196
196,2020-12-22,638.9395996086871,544.8895817839206,718.8752306619635,638.9395996086871,638.9395996086871,-2.4140343528776325,-2.4140343528776325,-2.4140343528776325,-2.4140343528776325,-2.4140343528776325,-2.4140343528776325,0.0,0.0,0.0,636.5255652558095
197,2020-12-23,641.5470077828782,545.8317966661184,727.1642128840314,641.5470077828782,641.5470077828782,-3.5074895391292826,-3.5074895391292826,-3.5074895391292826,-3.5074895391292826,-3.5074895391292826,-3.5074895391292826,0.0,0.0,0.0,638.0395182437488
198,2020-12-24,644.1544159570694,551.6736285840626,719.7912385779227,644.1544159570694,644.1544159570694,-3.8556350999782523,-3.8556350999782523,-3.8556350999782523,-3.8556350999782523,-3.8556350999782523,-3.8556350999782523,0.0,0.0,0.0,640.2987808570912
199,2020-12-28,654.5840486538341,556.9922077507041,733.1630470913105,654.5840486538341,654.5840486538341,-5.8742788748893275,-5.8742788748893275,-5.8742788748893275,-5.8742788748893275,-5.8742788748893275,-5.8742788748893275,0.0,0.0,0.0,648.7097697789447
200,2020-12-29,657.0415650399452,568.632576038345,738.6996187818213,657.0415650399452,657.0415650399452,-2.4140343528578114,-2.4140343528578114,-2.4140343528578114,-2.4140343528578114,-2.4140343528578114,-2.4140343528578114,0.0,0.0,0.0,654.6275306870874
201,2020-12-30,659.4990814260561,568.4674678215865,738.5460567403233,659.4990814260561,659.4990814260561,-3.507489539128699,-3.507489539128699,-3.507489539128699,-3.507489539128699,-3.507489539128699,-3.507489539128699,0.0,0.0,0.0,655.9915918869274
202,2020-12-31,661.956597812167,569.0696193246255,741.3359865019804,661.956597812167,661.956597812167,-3.8556350999636155,-3.8556350999636155,-3.8556350999636155,-3.8556350999636155,-3.8556350999636155,-3.8556350999636155,0.0,0.0,0.0,658.1009627122035
203,2021-01-04,671.786663356611,584.5403069743331,751.1554457058566,671.7866633566111,671.7866633566111,-5.87427887490228,-5.87427887490228,-5.87427887490228,-5.87427887490228,-5.87427887490228,-5.87427887490228,0.0,0.0,0.0,665.9123844817087
204,2021-01-05,674.244179742722,583.2138515462271,757.8094785843059,674.244179742722,674.244179742722,-2.4140343528620427,-2.4140343528620427,-2.4140343528620427,-2.4140343528620427,-2.4140343528620427,-2.4140343528620427,0.0,0.0,0.0,671.83014538986
205,2021-01-06,676.7016961288332,589.3592304795139,764.9099641200933,676.7016961288332,676.7016961288332,-3.507489539127345,-3.507489539127345,-3.507489539127345,-3.507489539127345,-3.507489539127345,-3.507489539127345,0.0,0.0,0.0,673.1942065897058
206,2021-01-07,679.1592125149442,591.1416705106141,760.0011880124291,679.1592125149442,679.1592125149442,-3.855635099962441,-3.855635099962441,-3.855635099962441,-3.855635099962441,-3.855635099962441,-3.855635099962441,0.0,0.0,0.0,675.3035774149818
207,2021-01-08,681.6167289010551,582.9671306491915,754.4231795010217,681.6167289010551,681.6167289010551,-7.761385437615021,-7.761385437615021,-7.761385437615021,-7.761385437615021,-7.761385437615021,-7.761385437615021,0.0,0.0,0.0,673.8553434634401
208,2021-01-11,688.9892780593882,597.9997334787342,768.288282006414,688.9892780593882,688.9892780593882,-5.874278874868857,-5.874278874868857,-5.874278874868857,-5.874278874868857,-5.874278874868857,-5.874278874868857,0.0,0.0,0.0,683.1149991845193
209,2021-01-12,691.4467944454991,606.9195998864135,775.6214118900323,691.4467944454991,691.4467944454991,-2.4140343528662775,-2.4140343528662775,-2.4140343528662775,-2.4140343528662775,-2.4140343528662775,-2.4140343528662775,0.0,0.0,0.0,689.0327600926329
